city,sector,sqft,bhk,floor,total_floors,age_years,amenities_score,dist_metro_km,dist_cyber_city_km,parking_spaces,furnishing,property_type,price_inr
Gurgaon,New Gurgaon,1151,4,4,25,4,6.5,5.7,13.2,2,Fully Furnished,Villa,9472000.0
Gurgaon,DLF Phase 1-3,1761,4,4,30,0,7.8,0.4,4.1,0,Semi-Furnished,Apartment,20923000.0
Gurgaon,Sector 56-57,1424,1,10,40,2,7.6,4.7,14.7,1,Semi-Furnished,Builder Floor,4987000.0
Gurgaon,Sector 29,1163,3,10,10,4,7.2,9.5,13.6,3,Fully Furnished,Apartment,6554000.0
Gurgaon,Manesar,1274,3,6,25,0,3.2,13.5,11.0,1,Semi-Furnished,Apartment,4013000.0
Gurgaon,New Gurgaon,1591,3,1,20,7,5.1,3.8,9.1,1,Unfurnished,Builder Floor,8608000.0
Gurgaon,Sohna Road,1428,3,14,15,1,5.6,18.9,15.8,0,Unfurnished,Apartment,5577000.0
Gurgaon,New Gurgaon,1096,2,19,20,0,6.5,9.4,13.9,1,Semi-Furnished,Apartment,4450000.0
Gurgaon,Golf Course Road,2414,5,19,30,5,10.0,0.7,0.5,2,Semi-Furnished,Villa,46346000.0
Gurgaon,Sector 56-57,1152,3,1,20,9,3.0,1.4,15.3,2,Unfurnished,Builder Floor,4802000.0
Gurgaon,New Gurgaon,1405,3,9,20,3,7.6,5.3,10.5,0,Unfurnished,Builder Floor,6787000.0
Gurgaon,Manesar,863,2,25,25,12,1.6,0.2,18.6,1,Unfurnished,Apartment,2631000.0
Gurgaon,Manesar,1093,2,12,30,0,3.2,3.7,6.8,1,Unfurnished,Apartment,4530000.0
Gurgaon,Sector 56-57,1028,2,16,25,2,7.2,0.2,13.9,3,Semi-Furnished,Apartment,6288000.0
Gurgaon,Golf Course Road,1900,4,6,25,11,10.0,0.2,10.2,1,Semi-Furnished,Apartment,24056000.0
Gurgaon,Manesar,1028,2,7,30,0,1.6,1.1,12.1,0,Fully Furnished,Apartment,3180000.0
Gurgaon,Palam Vihar,748,1,7,15,9,1.6,2.5,6.8,2,Fully Furnished,Apartment,3401000.0
Gurgaon,Palam Vihar,974,2,5,10,6,4.8,0.2,11.7,1,Fully Furnished,Apartment,6786000.0
Gurgaon,Sohna Road,923,2,19,25,12,4.3,7.1,17.4,3,Unfurnished,Apartment,3655000.0
Gurgaon,Golf Course Road,1106,3,23,25,11,7.9,0.5,0.5,0,Unfurnished,Apartment,16086000.0
Gurgaon,Sohna Road,1525,4,5,15,20,7.0,4.4,6.8,1,Semi-Furnished,Builder Floor,11323000.0
Gurgaon,Golf Course Road,2001,4,1,15,1,8.1,0.4,2.7,0,Unfurnished,Villa,34517000.0
Gurgaon,New Gurgaon,1044,3,3,5,0,7.4,8.2,4.7,1,Unfurnished,Apartment,5026000.0
Gurgaon,Sector 56-57,994,1,0,15,0,6.3,3.8,11.3,1,Fully Furnished,Apartment,4410000.0
Gurgaon,Sohna Road,1582,4,4,40,0,5.5,4.2,11.3,0,Semi-Furnished,Apartment,10987000.0
Gurgaon,Sohna Road,1287,4,1,20,1,4.1,0.2,3.4,2,Semi-Furnished,Apartment,10148000.0
Gurgaon,Sector 29,1413,3,0,10,6,5.6,7.2,13.1,2,Fully Furnished,Apartment,12206000.0
Gurgaon,Golf Course Road,2171,5,1,10,6,7.8,0.8,0.5,0,Fully Furnished,Apartment,30874000.0
Gurgaon,Sohna Road,1116,2,12,30,3,5.1,8.0,5.3,1,Semi-Furnished,Apartment,6678000.0
Gurgaon,Palam Vihar,460,2,4,20,7,5.0,0.9,8.2,0,Semi-Furnished,Apartment,2702000.0
Gurgaon,Golf Course Road,2267,5,2,10,3,6.0,0.2,1.2,2,Semi-Furnished,Apartment,36861000.0
Gurgaon,Sector 56-57,1010,2,5,20,8,3.0,1.8,8.5,0,Fully Furnished,Apartment,5240000.0
Gurgaon,Sector 29,2131,5,30,30,9,7.6,0.4,7.0,2,Unfurnished,Apartment,22158000.0
Gurgaon,Sohna Road,1812,4,5,25,9,8.2,10.1,6.8,1,Fully Furnished,Apartment,12090000.0
Gurgaon,Sohna Road,1566,3,3,10,10,5.6,2.0,6.6,3,Unfurnished,Builder Floor,13254000.0
Gurgaon,DLF Phase 1-3,2085,5,12,20,5,6.6,2.0,1.9,1,Semi-Furnished,Apartment,27951000.0
Gurgaon,Golf Course Road,2110,5,8,20,5,7.7,2.3,4.0,3,Semi-Furnished,Builder Floor,31348000.0
Gurgaon,Sohna Road,1590,3,11,20,4,7.2,1.8,12.8,0,Unfurnished,Apartment,11154000.0
Gurgaon,DLF Phase 1-3,2012,5,19,20,0,6.9,0.2,4.4,0,Semi-Furnished,Apartment,27631000.0
Gurgaon,Manesar,985,3,15,30,2,4.1,1.0,6.6,1,Fully Furnished,Builder Floor,5397000.0
Gurgaon,Golf Course Road,2177,4,5,15,7,8.1,0.7,4.1,1,Unfurnished,Apartment,33996000.0
Gurgaon,Palam Vihar,890,2,23,30,2,4.3,0.9,5.9,2,Semi-Furnished,Apartment,5261000.0
Gurgaon,Sector 56-57,1167,3,2,5,7,5.1,0.3,12.7,1,Semi-Furnished,Builder Floor,7478000.0
Gurgaon,New Gurgaon,1045,3,3,40,25,4.4,1.8,18.3,0,Unfurnished,Apartment,3007000.0
Gurgaon,Sector 29,950,1,10,20,13,4.3,1.9,8.8,0,Semi-Furnished,Builder Floor,6774000.0
Gurgaon,Golf Course Road,1103,3,23,30,3,8.4,1.7,3.1,0,Fully Furnished,Apartment,18290000.0
Gurgaon,New Gurgaon,1230,3,8,20,13,6.6,3.9,14.3,1,Unfurnished,Apartment,3766000.0
Gurgaon,Sector 56-57,955,2,24,30,15,5.1,4.6,4.1,3,Unfurnished,Apartment,3571000.0
Gurgaon,DLF Phase 1-3,2523,5,0,10,1,8.7,1.2,0.5,0,Semi-Furnished,Apartment,35679000.0
Gurgaon,DLF Phase 1-3,1691,4,34,40,3,7.8,0.6,7.7,1,Unfurnished,Apartment,18668000.0
Gurgaon,New Gurgaon,1180,4,15,40,7,7.3,4.4,10.3,1,Semi-Furnished,Apartment,7067000.0
Gurgaon,New Gurgaon,1197,2,16,30,3,6.8,1.0,6.1,1,Semi-Furnished,Apartment,9195000.0
Gurgaon,DLF Phase 1-3,1630,3,4,5,15,9.0,2.8,5.1,1,Unfurnished,Villa,18652000.0
Gurgaon,New Gurgaon,1095,3,6,10,3,6.4,0.5,16.1,1,Semi-Furnished,Apartment,8338000.0
Gurgaon,New Gurgaon,852,2,15,25,5,3.8,13.0,11.1,1,Semi-Furnished,Builder Floor,2878000.0
Gurgaon,DLF Phase 1-3,1132,3,28,30,1,10.0,0.3,0.5,1,Semi-Furnished,Apartment,16914000.0
Gurgaon,Palam Vihar,1240,2,9,15,2,3.8,1.8,14.2,0,Unfurnished,Builder Floor,6722000.0
Gurgaon,Palam Vihar,830,3,14,20,14,2.6,0.2,7.1,2,Semi-Furnished,Apartment,4203000.0
Gurgaon,DLF Phase 1-3,2206,4,5,10,8,10.0,0.2,5.0,1,Fully Furnished,Apartment,29639000.0
Gurgaon,Sector 29,2031,4,8,30,2,3.5,2.0,1.8,1,Unfurnished,Builder Floor,23089000.0
Gurgaon,Palam Vihar,1209,2,7,10,12,3.7,9.8,14.1,1,Fully Furnished,Apartment,3334000.0
Gurgaon,Golf Course Road,1341,3,10,15,7,7.5,2.0,0.5,2,Semi-Furnished,Apartment,21191000.0
Gurgaon,Sohna Road,998,1,2,10,0,5.8,4.2,6.7,0,Semi-Furnished,Apartment,7818000.0
Gurgaon,Sector 56-57,1246,2,5,10,8,3.6,4.2,7.0,1,Fully Furnished,Villa,8823000.0
Gurgaon,Sector 29,1306,3,8,15,8,4.7,1.3,10.4,1,Unfurnished,Apartment,11248000.0
Gurgaon,DLF Phase 1-3,1438,2,10,25,42,10.0,1.1,5.3,0,Unfurnished,Builder Floor,12695000.0
Gurgaon,Sohna Road,1762,4,6,10,5,6.9,0.6,19.6,3,Fully Furnished,Villa,14255000.0
Gurgaon,Sohna Road,1469,4,6,10,5,6.4,1.3,13.6,1,Semi-Furnished,Villa,13854000.0
Gurgaon,DLF Phase 1-3,1396,3,4,5,0,8.3,0.7,0.5,3,Semi-Furnished,Apartment,19369000.0
Gurgaon,Golf Course Road,1941,5,11,40,7,6.3,8.0,5.1,3,Unfurnished,Apartment,21859000.0
Gurgaon,Sector 29,1388,4,1,25,4,5.5,1.4,10.8,0,Fully Furnished,Builder Floor,15756000.0
Gurgaon,DLF Phase 1-3,1875,3,3,15,7,8.0,1.7,4.6,1,Fully Furnished,Builder Floor,25185000.0
Gurgaon,DLF Phase 1-3,2204,4,0,20,2,5.9,0.6,4.9,0,Semi-Furnished,Apartment,26425000.0
Gurgaon,Sector 56-57,1258,3,18,40,3,1.6,0.2,6.9,0,Unfurnished,Apartment,7632000.0
Gurgaon,Sohna Road,1575,4,2,30,0,7.9,0.4,14.1,1,Unfurnished,Apartment,10944000.0
Gurgaon,Sector 29,1366,2,23,30,4,5.7,4.9,9.4,0,Semi-Furnished,Builder Floor,13725000.0
Gurgaon,Sector 29,1432,2,10,10,23,4.0,1.3,5.4,1,Unfurnished,Apartment,10236000.0
Gurgaon,New Gurgaon,1315,2,2,10,3,8.2,2.9,5.5,3,Semi-Furnished,Builder Floor,9903000.0
Gurgaon,Manesar,1070,2,3,5,2,2.6,3.0,10.1,2,Semi-Furnished,Villa,6164000.0
Gurgaon,Manesar,1026,1,3,10,5,2.4,7.6,5.2,0,Semi-Furnished,Apartment,3258000.0
Gurgaon,Sohna Road,1680,4,5,5,2,5.3,24.8,4.5,0,Semi-Furnished,Builder Floor,10169000.0
Gurgaon,New Gurgaon,1634,4,3,30,8,6.2,10.5,10.2,3,Fully Furnished,Apartment,6458000.0
Gurgaon,Golf Course Road,2268,5,8,15,3,9.0,2.6,4.8,1,Fully Furnished,Villa,40044000.0
Gurgaon,Manesar,999,2,10,10,2,3.9,1.6,6.6,0,Fully Furnished,Builder Floor,5690000.0
Gurgaon,Manesar,702,1,1,5,11,5.8,6.8,9.1,0,Unfurnished,Apartment,1945000.0
Gurgaon,DLF Phase 1-3,1737,4,7,10,2,7.3,2.3,0.5,2,Semi-Furnished,Villa,30790000.0
Gurgaon,Palam Vihar,1025,2,0,10,1,5.1,4.1,6.5,0,Fully Furnished,Apartment,4625000.0
Gurgaon,Palam Vihar,824,1,7,20,13,5.7,0.8,8.8,2,Unfurnished,Apartment,3953000.0
Gurgaon,Palam Vihar,1065,3,9,10,22,3.2,2.7,7.9,3,Unfurnished,Apartment,3174000.0
Gurgaon,New Gurgaon,1476,3,3,5,8,5.8,1.8,7.8,0,Semi-Furnished,Apartment,7380000.0
Gurgaon,Sohna Road,1212,3,6,25,2,9.2,4.7,10.6,1,Unfurnished,Apartment,9278000.0
Gurgaon,Sohna Road,1499,3,3,5,5,4.0,6.8,9.7,0,Semi-Furnished,Apartment,7429000.0
Gurgaon,New Gurgaon,1012,2,23,40,19,6.1,3.3,8.4,0,Unfurnished,Apartment,4178000.0
Gurgaon,Palam Vihar,989,3,3,25,1,2.5,4.2,8.2,1,Semi-Furnished,Apartment,3595000.0
Gurgaon,Palam Vihar,1373,3,0,20,1,4.8,14.6,12.3,0,Unfurnished,Builder Floor,6395000.0
Gurgaon,New Gurgaon,1297,2,3,40,1,6.4,12.0,14.4,1,Unfurnished,Builder Floor,5593000.0
Gurgaon,DLF Phase 1-3,2221,5,12,25,1,6.9,3.2,1.1,0,Semi-Furnished,Builder Floor,31465000.0
Gurgaon,Sector 56-57,886,3,4,5,10,3.9,1.3,8.1,1,Unfurnished,Apartment,4754000.0
Gurgaon,Sector 29,1258,2,1,5,2,6.2,16.1,5.5,2,Semi-Furnished,Builder Floor,9223000.0
Gurgaon,Sector 29,1862,5,18,40,1,6.1,2.9,14.0,0,Unfurnished,Apartment,18032000.0
Gurgaon,Sector 29,1427,4,5,15,5,5.8,3.3,13.0,0,Unfurnished,Builder Floor,12417000.0
Gurgaon,Sohna Road,1635,3,5,5,2,6.9,0.7,1.2,0,Unfurnished,Apartment,13504000.0
Gurgaon,Palam Vihar,1131,2,9,40,5,6.2,2.3,8.7,1,Fully Furnished,Apartment,6110000.0
Gurgaon,Palam Vihar,917,2,0,25,1,2.5,1.7,1.5,2,Unfurnished,Apartment,5164000.0
Gurgaon,Palam Vihar,915,1,17,40,19,3.6,0.2,10.0,1,Fully Furnished,Apartment,3437000.0
Gurgaon,Golf Course Road,2052,4,32,40,1,5.7,0.6,0.5,0,Semi-Furnished,Apartment,31312000.0
Gurgaon,Sector 29,1321,2,35,40,0,6.4,0.2,11.0,2,Semi-Furnished,Apartment,13954000.0
Gurgaon,Palam Vihar,578,2,1,15,8,5.2,1.8,21.2,0,Unfurnished,Builder Floor,2908000.0
Gurgaon,New Gurgaon,1281,3,3,5,0,8.4,2.3,10.6,1,Unfurnished,Apartment,7493000.0
Gurgaon,Manesar,984,1,8,15,2,4.4,21.8,5.7,2,Semi-Furnished,Apartment,3070000.0
Gurgaon,Palam Vihar,789,2,4,5,2,2.8,5.6,10.8,1,Semi-Furnished,Apartment,2607000.0
Gurgaon,Manesar,911,2,28,30,5,2.8,0.4,7.4,0,Unfurnished,Apartment,3192000.0
Gurgaon,Sector 29,1357,3,1,40,20,2.3,5.5,4.3,1,Fully Furnished,Apartment,9383000.0
Gurgaon,Palam Vihar,1094,3,13,20,4,3.1,0.7,9.7,1,Fully Furnished,Apartment,4888000.0
Gurgaon,DLF Phase 1-3,1970,4,17,30,12,10.0,0.6,0.5,1,Semi-Furnished,Builder Floor,28488000.0
Gurgaon,Palam Vihar,940,2,10,40,12,7.5,8.1,14.0,1,Fully Furnished,Apartment,2895000.0
Gurgaon,New Gurgaon,886,2,40,40,1,5.7,0.4,13.6,2,Fully Furnished,Apartment,7540000.0
Gurgaon,Palam Vihar,918,2,24,30,0,3.6,2.2,15.2,1,Unfurnished,Apartment,4157000.0
Gurgaon,Sector 56-57,1335,4,9,30,0,3.9,0.7,14.9,1,Semi-Furnished,Apartment,6089000.0
Gurgaon,Sohna Road,1564,3,3,5,1,6.1,1.2,7.5,3,Semi-Furnished,Apartment,12911000.0
Gurgaon,Palam Vihar,1066,1,1,5,5,3.7,4.4,13.6,0,Fully Furnished,Builder Floor,4755000.0
Gurgaon,Sector 29,1276,3,13,30,3,5.2,0.2,15.2,3,Fully Furnished,Apartment,12911000.0
Gurgaon,Sohna Road,1495,5,16,30,1,7.6,22.9,12.9,2,Unfurnished,Apartment,4682000.0
Gurgaon,Sector 56-57,651,1,3,5,8,3.2,0.6,4.8,2,Unfurnished,Apartment,3210000.0
Gurgaon,Palam Vihar,1093,3,14,20,0,4.4,3.0,11.3,1,Fully Furnished,Apartment,6158000.0
Gurgaon,Golf Course Road,1981,5,9,20,2,2.8,0.4,0.5,0,Semi-Furnished,Apartment,30336000.0
Gurgaon,Golf Course Road,1569,4,28,40,0,8.5,1.6,0.5,2,Fully Furnished,Apartment,28624000.0
Gurgaon,Sohna Road,1502,4,2,40,2,7.7,1.9,8.5,0,Unfurnished,Builder Floor,11255000.0
Gurgaon,Sector 56-57,911,2,2,5,16,2.8,1.3,16.6,1,Unfurnished,Apartment,3535000.0
Gurgaon,New Gurgaon,1555,2,15,20,5,6.4,1.4,8.8,0,Semi-Furnished,Builder Floor,10762000.0
Gurgaon,New Gurgaon,1436,3,2,25,3,2.5,2.4,11.6,2,Semi-Furnished,Apartment,7071000.0
Gurgaon,New Gurgaon,1299,2,1,30,0,7.6,1.4,9.6,1,Fully Furnished,Apartment,9613000.0
Gurgaon,DLF Phase 1-3,1858,3,11,15,6,8.8,2.6,0.6,2,Unfurnished,Apartment,23493000.0
Gurgaon,Sector 56-57,927,2,22,25,2,3.0,5.6,14.6,0,Unfurnished,Apartment,2838000.0
Gurgaon,Sohna Road,1365,3,3,15,2,6.8,2.9,13.4,2,Semi-Furnished,Apartment,9352000.0
Gurgaon,Golf Course Road,1317,3,12,40,0,10.0,0.6,5.8,0,Unfurnished,Villa,22764000.0
Gurgaon,Sohna Road,1484,4,25,25,3,7.8,1.8,8.9,0,Unfurnished,Villa,15916000.0
Gurgaon,Golf Course Road,1764,5,1,10,4,6.9,1.3,7.5,3,Unfurnished,Apartment,23513000.0
Gurgaon,Palam Vihar,1158,3,2,15,1,4.5,5.9,1.5,1,Fully Furnished,Apartment,6039000.0
Gurgaon,Sohna Road,755,2,11,15,6,3.5,5.0,8.1,1,Unfurnished,Builder Floor,5264000.0
Gurgaon,Sector 29,2007,4,5,20,5,4.5,7.1,10.1,1,Fully Furnished,Apartment,17701000.0
Gurgaon,DLF Phase 1-3,1760,4,6,10,9,7.9,3.1,1.0,0,Unfurnished,Apartment,23649000.0
Gurgaon,Sector 56-57,1086,1,18,30,3,5.6,4.7,2.9,1,Semi-Furnished,Apartment,6431000.0
Gurgaon,Golf Course Road,1984,5,10,10,13,8.3,0.9,5.5,0,Semi-Furnished,Apartment,29829000.0
Gurgaon,New Gurgaon,963,2,7,15,7,4.2,1.8,8.7,1,Semi-Furnished,Apartment,5892000.0
Gurgaon,Palam Vihar,1111,2,7,15,0,4.7,3.6,10.4,1,Unfurnished,Apartment,5287000.0
Gurgaon,Manesar,964,2,25,30,2,3.0,5.6,13.1,1,Semi-Furnished,Apartment,4030000.0
Gurgaon,Sector 29,1627,4,23,25,5,4.8,12.2,14.1,0,Semi-Furnished,Apartment,10045000.0
Gurgaon,New Gurgaon,991,2,0,5,3,5.2,6.7,10.4,0,Semi-Furnished,Apartment,4235000.0
Gurgaon,DLF Phase 1-3,1116,1,19,30,0,6.1,0.6,0.9,1,Fully Furnished,Apartment,15399000.0
Gurgaon,Sector 29,1755,3,9,30,6,3.3,0.7,12.9,1,Fully Furnished,Apartment,17563000.0
Gurgaon,Sector 56-57,901,1,2,5,6,4.8,6.1,7.0,2,Semi-Furnished,Builder Floor,4681000.0
Gurgaon,New Gurgaon,1271,3,4,10,4,7.9,2.0,1.4,0,Semi-Furnished,Villa,13965000.0
Gurgaon,Golf Course Road,1666,3,9,30,5,8.5,0.9,0.5,1,Fully Furnished,Builder Floor,28151000.0
Gurgaon,New Gurgaon,993,3,25,25,0,4.8,3.2,7.4,0,Semi-Furnished,Apartment,7507000.0
Gurgaon,New Gurgaon,881,2,14,20,1,7.5,7.7,7.7,0,Semi-Furnished,Apartment,5201000.0
Gurgaon,New Gurgaon,1341,3,22,30,9,4.5,1.2,7.8,0,Unfurnished,Apartment,7006000.0
Gurgaon,DLF Phase 1-3,1567,4,2,5,10,6.9,0.2,0.5,1,Unfurnished,Apartment,21314000.0
Gurgaon,Golf Course Road,1573,4,8,25,6,10.0,2.3,0.9,0,Semi-Furnished,Apartment,24007000.0
Gurgaon,Sector 29,1574,2,11,30,6,6.1,0.2,9.9,1,Fully Furnished,Apartment,15709000.0
Gurgaon,New Gurgaon,1279,3,12,25,5,5.4,0.3,3.2,1,Semi-Furnished,Apartment,9676000.0
Gurgaon,New Gurgaon,1310,3,19,20,8,5.1,0.2,7.2,1,Semi-Furnished,Builder Floor,10792000.0
Gurgaon,DLF Phase 1-3,1493,3,10,25,5,7.9,0.6,3.9,1,Unfurnished,Apartment,18370000.0
Gurgaon,Palam Vihar,917,2,15,15,6,5.3,3.4,16.5,3,Semi-Furnished,Apartment,2988000.0
Gurgaon,Golf Course Road,1943,5,2,10,0,9.7,1.3,0.9,0,Semi-Furnished,Apartment,33104000.0
Gurgaon,Sector 29,1783,3,13,20,13,7.3,0.2,13.7,1,Fully Furnished,Apartment,16847000.0
Gurgaon,Sohna Road,1364,3,3,40,2,7.6,3.9,12.8,0,Semi-Furnished,Apartment,8520000.0
Gurgaon,Sector 56-57,909,1,18,20,7,5.5,0.4,12.6,0,Fully Furnished,Apartment,6658000.0
Gurgaon,Palam Vihar,963,3,3,10,2,5.9,4.7,13.5,2,Fully Furnished,Apartment,4067000.0
Gurgaon,New Gurgaon,1366,2,2,40,11,5.5,0.8,7.4,2,Fully Furnished,Apartment,7649000.0
Gurgaon,Sohna Road,1518,3,27,30,1,7.4,1.8,8.7,0,Fully Furnished,Apartment,14694000.0
Gurgaon,Manesar,1070,2,39,40,2,1.0,3.0,13.9,1,Semi-Furnished,Apartment,4059000.0
Gurgaon,DLF Phase 1-3,1866,4,6,25,1,8.4,3.2,0.5,1,Fully Furnished,Apartment,26379000.0
Gurgaon,Manesar,1009,2,9,15,2,5.4,1.3,19.5,1,Semi-Furnished,Builder Floor,4116000.0
Gurgaon,New Gurgaon,1072,1,24,25,2,5.5,3.1,16.1,1,Fully Furnished,Apartment,5063000.0
Gurgaon,Palam Vihar,1056,3,23,25,6,2.9,2.9,13.6,3,Fully Furnished,Apartment,5419000.0
Gurgaon,Sohna Road,1735,4,39,40,5,4.8,0.2,10.1,0,Semi-Furnished,Builder Floor,15814000.0
Gurgaon,Sohna Road,1479,3,7,25,11,6.4,6.4,6.3,2,Semi-Furnished,Apartment,9241000.0
Gurgaon,New Gurgaon,1340,2,15,15,3,5.0,2.2,11.1,1,Unfurnished,Apartment,6592000.0
Gurgaon,Sohna Road,1350,4,40,40,1,4.2,0.2,13.5,0,Semi-Furnished,Apartment,10587000.0
Gurgaon,Palam Vihar,1325,4,9,10,16,1.6,3.2,9.6,2,Semi-Furnished,Apartment,4336000.0
Gurgaon,Golf Course Road,1832,4,17,40,2,6.6,1.2,1.3,0,Semi-Furnished,Apartment,26004000.0
Gurgaon,New Gurgaon,1331,2,1,5,0,8.3,7.8,17.7,0,Fully Furnished,Apartment,5687000.0
Gurgaon,Golf Course Road,2304,5,40,40,1,5.5,4.1,4.6,0,Unfurnished,Villa,37257000.0
Gurgaon,Sohna Road,1666,5,10,30,8,5.2,2.3,13.4,0,Semi-Furnished,Apartment,9170000.0
Gurgaon,Manesar,805,1,13,30,3,6.1,2.2,8.8,2,Fully Furnished,Apartment,3981000.0
Gurgaon,DLF Phase 1-3,2011,5,3,5,14,9.8,1.7,7.0,1,Unfurnished,Apartment,26018000.0
Gurgaon,Sector 56-57,877,3,0,5,5,3.9,2.2,15.1,0,Unfurnished,Apartment,3477000.0
Gurgaon,Sector 29,1328,3,6,10,3,6.0,0.2,12.2,0,Semi-Furnished,Apartment,14354000.0
Gurgaon,Sohna Road,1208,3,2,5,2,4.2,3.4,11.2,3,Semi-Furnished,Apartment,9792000.0
Gurgaon,Sector 29,2242,5,5,5,0,6.5,2.1,5.1,0,Fully Furnished,Builder Floor,28341000.0
Gurgaon,Sector 56-57,746,1,17,30,5,3.7,3.5,8.9,1,Semi-Furnished,Apartment,4266000.0
Gurgaon,Sector 29,1418,4,5,25,20,4.3,0.2,5.3,0,Fully Furnished,Apartment,13035000.0
Gurgaon,Sohna Road,1488,2,5,20,0,6.7,6.3,15.2,1,Unfurnished,Apartment,5696000.0
Gurgaon,Palam Vihar,886,2,14,30,0,3.6,1.3,14.0,0,Semi-Furnished,Apartment,4403000.0
Gurgaon,Golf Course Road,1710,4,12,20,0,8.6,1.7,0.8,1,Unfurnished,Apartment,30522000.0
Gurgaon,Sohna Road,1639,4,1,15,0,5.9,0.7,8.4,0,Unfurnished,Apartment,10678000.0
Gurgaon,New Gurgaon,1020,2,2,20,3,5.4,0.2,11.5,1,Semi-Furnished,Apartment,7348000.0
Gurgaon,Golf Course Road,957,1,0,10,3,6.8,3.9,0.5,1,Semi-Furnished,Builder Floor,13802000.0
Gurgaon,Sector 56-57,709,1,4,5,6,3.4,5.2,9.9,0,Semi-Furnished,Apartment,2169000.0
Gurgaon,Sector 29,1867,5,5,10,5,2.6,0.4,15.0,2,Fully Furnished,Villa,21431000.0
Gurgaon,Manesar,676,1,17,40,1,4.7,1.6,11.0,0,Unfurnished,Apartment,3014000.0
Gurgaon,Sector 29,1366,4,18,30,8,8.6,0.3,7.5,0,Fully Furnished,Apartment,12977000.0
Gurgaon,Palam Vihar,628,1,15,30,0,3.0,3.7,5.2,1,Semi-Furnished,Apartment,3601000.0
Gurgaon,Palam Vihar,1019,3,8,10,9,4.0,2.5,14.1,1,Unfurnished,Builder Floor,4417000.0
Gurgaon,Palam Vihar,855,1,6,10,6,5.7,1.6,10.0,2,Semi-Furnished,Apartment,4189000.0
Gurgaon,DLF Phase 1-3,2268,5,5,30,1,6.6,3.0,2.4,0,Semi-Furnished,Apartment,30941000.0
Gurgaon,Sohna Road,1431,2,29,30,4,6.8,2.0,8.6,1,Semi-Furnished,Builder Floor,13673000.0
Gurgaon,Manesar,925,3,7,10,3,6.4,4.5,14.8,2,Unfurnished,Apartment,2781000.0
Gurgaon,Sector 29,1285,4,11,20,6,4.8,9.1,16.4,0,Unfurnished,Apartment,9131000.0
Gurgaon,Manesar,1108,2,4,15,1,4.6,0.8,7.7,3,Semi-Furnished,Builder Floor,6486000.0
Gurgaon,Sector 56-57,749,1,3,10,1,4.5,3.7,11.3,3,Unfurnished,Villa,4844000.0
Gurgaon,Sector 56-57,1108,3,15,15,4,3.3,1.6,16.3,3,Unfurnished,Apartment,3961000.0
Gurgaon,Sohna Road,1218,2,6,15,3,4.2,4.0,12.8,0,Semi-Furnished,Villa,13460000.0
Gurgaon,Sector 56-57,867,1,1,15,4,3.5,0.9,5.4,0,Unfurnished,Villa,6055000.0
Gurgaon,DLF Phase 1-3,2539,5,1,5,12,7.9,3.5,0.5,1,Unfurnished,Apartment,25596000.0
Gurgaon,DLF Phase 1-3,2080,4,9,25,6,9.4,0.2,0.8,1,Semi-Furnished,Apartment,27789000.0
Gurgaon,Sector 56-57,933,3,9,30,5,4.3,1.9,9.4,3,Semi-Furnished,Apartment,4778000.0
Gurgaon,New Gurgaon,1389,2,19,20,0,4.5,6.4,11.6,2,Unfurnished,Apartment,5270000.0
Gurgaon,Palam Vihar,985,3,2,30,15,1.8,3.8,15.9,2,Fully Furnished,Builder Floor,3273000.0
Gurgaon,Manesar,600,1,9,10,1,3.3,6.4,10.0,1,Unfurnished,Apartment,1796000.0
Gurgaon,Sector 56-57,1279,3,15,30,7,4.8,7.4,8.2,1,Semi-Furnished,Apartment,6098000.0
Gurgaon,Sohna Road,924,2,13,15,7,4.9,1.4,11.4,0,Semi-Furnished,Builder Floor,8225000.0
Gurgaon,Sohna Road,1283,3,3,5,6,7.7,0.5,2.3,2,Semi-Furnished,Apartment,9971000.0
Gurgaon,New Gurgaon,1359,3,4,5,2,5.4,4.1,7.6,1,Semi-Furnished,Apartment,8564000.0
Gurgaon,Palam Vihar,921,1,20,20,1,4.8,1.5,5.6,2,Semi-Furnished,Villa,7042000.0
Gurgaon,New Gurgaon,1247,2,23,30,6,8.1,4.2,10.2,0,Semi-Furnished,Apartment,8310000.0
Gurgaon,DLF Phase 1-3,2053,5,1,5,0,8.8,0.6,0.5,1,Fully Furnished,Villa,37717000.0
Gurgaon,Sector 29,1981,4,6,10,2,5.1,1.0,9.8,1,Semi-Furnished,Apartment,16582000.0
Gurgaon,Sector 56-57,1065,2,4,15,1,3.6,0.2,8.8,1,Unfurnished,Apartment,6027000.0
Gurgaon,DLF Phase 1-3,1551,3,11,20,4,7.8,1.4,2.1,0,Fully Furnished,Builder Floor,24820000.0
Gurgaon,Palam Vihar,829,2,19,20,14,2.8,0.9,8.5,2,Fully Furnished,Apartment,3830000.0
Gurgaon,Sector 56-57,1021,2,1,25,8,6.6,1.2,4.0,0,Semi-Furnished,Apartment,6182000.0
Gurgaon,Palam Vihar,848,2,7,25,6,3.9,3.7,9.1,1,Unfurnished,Builder Floor,4021000.0
Gurgaon,DLF Phase 1-3,1881,4,3,5,28,8.4,1.2,0.5,1,Semi-Furnished,Villa,22414000.0
Gurgaon,Sector 29,1749,4,23,30,1,4.0,2.6,5.1,2,Unfurnished,Villa,17991000.0
